Detalle_ID|Factura|Num_Tracking|Categoria|Subcategoria|Producto_ID|Producto|Unidades|Precio_Unitario|Oferta_ID|updated_at
27601|SO49376||Bikes|Mountain Bikes|77|Mountain-200 Silver, 42|1|2071.4196|1|13/01/2025
27609|SO49384||Bikes|Mountain Bikes|77|Mountain-200 Silver, 42|1|2071.4196|1|13/01/2025
27475|SO49250||Bikes|Road Bikes|67|Road-650 Black, 52|1|782.99|1|13/01/2025
27675|SO49445|943B-43E1-AE|Bikes|Road Bikes|67|Road-650 Black, 52|1|469.794|1|13/01/2025
27683|SO49446|1C19-4187-94|Bikes|Road Bikes|67|Road-650 Black, 52|5|469.794|1|13/01/2025
27670|SO49444|200A-4484-AF|Components|Road Frames|19|LL Road Frame - Black, 58|1|183.9382|1|13/01/2025
27564|SO49339||Bikes|Road Bikes|86|Road-250 Red, 44|1|2443.35|1|13/01/2025
27636|SO49411||Bikes|Road Bikes|86|Road-250 Red, 44|1|2443.35|1|13/01/2025
27428|SO49203||Bikes|Road Bikes|61|Road-650 Red, 52|1|782.99|1|13/01/2025
27575|SO49350||Bikes|Road Bikes|61|Road-650 Red, 52|1|782.99|1|13/01/2025
27671|SO49444|200A-4484-AF|Components|Road Frames|23|LL Road Frame - Red, 48|1|202.332|1|13/01/2025
27477|SO49252||Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2071.4196|1|13/01/2025
27508|SO49283||Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2071.4196|1|13/01/2025
27557|SO49332||Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2071.4196|1|13/01/2025
27672|SO49444|200A-4484-AF|Components|Road Frames|27|LL Road Frame - Red, 62|1|202.332|1|13/01/2025
27510|SO49285||Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|1|2071.4196|1|13/01/2025
27550|SO49325||Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|1|2071.4196|1|13/01/2025
27663|SO49438||Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|1|2071.4196|1|13/01/2025
27458|SO49233||Bikes|Road Bikes|58|Road-650 Red, 62|1|782.99|1|13/01/2025
27678|SO49446|1C19-4187-94|Bikes|Road Bikes|58|Road-650 Red, 62|7|469.794|1|13/01/2025
27441|SO49216||Bikes|Road Bikes|59|Road-650 Red, 44|1|782.99|1|13/01/2025
27480|SO49255||Bikes|Road Bikes|59|Road-650 Red, 44|1|782.99|1|13/01/2025
27676|SO49445|943B-43E1-AE|Bikes|Road Bikes|59|Road-650 Red, 44|3|469.794|1|13/01/2025
27681|SO49446|1C19-4187-94|Bikes|Road Bikes|59|Road-650 Red, 44|4|469.794|1|13/01/2025
27442|SO49217||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27476|SO49251||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27561|SO49336||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27591|SO49366||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27629|SO49404||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27660|SO49435||Bikes|Road Bikes|92|Road-250 Black, 52|1|2181.5625|1|13/01/2025
27680|SO49446|1C19-4187-94|Bikes|Road Bikes|60|Road-650 Red, 48|6|469.794|1|13/01/2025
27632|SO49407||Bikes|Road Bikes|98|Road-550-W Yellow, 48|1|1000.4375|1|13/01/2025
27645|SO49420||Bikes|Road Bikes|98|Road-550-W Yellow, 48|1|1000.4375|1|13/01/2025
27462|SO49237||Bikes|Road Bikes|96|Road-550-W Yellow, 42|1|1000.4375|1|13/01/2025
27584|SO49359||Bikes|Road Bikes|96|Road-550-W Yellow, 42|1|1000.4375|1|13/01/2025
27633|SO49408||Bikes|Road Bikes|57|Road-650 Red, 60|1|782.99|1|13/01/2025
27677|SO49445|943B-43E1-AE|Bikes|Road Bikes|57|Road-650 Red, 60|2|469.794|1|13/01/2025
27679|SO49446|1C19-4187-94|Bikes|Road Bikes|57|Road-650 Red, 60|5|469.794|1|13/01/2025
27656|SO49431||Bikes|Road Bikes|62|Road-650 Black, 58|1|782.99|1|13/01/2025
27682|SO49446|1C19-4187-94|Bikes|Road Bikes|62|Road-650 Black, 58|2|469.794|1|13/01/2025
27658|SO49433||Bikes|Road Bikes|90|Road-250 Black, 44|1|2181.5625|1|13/01/2025
27542|SO49317||Bikes|Road Bikes|94|Road-550-W Yellow, 38|1|1000.4375|1|13/01/2025
27673|SO49444|200A-4484-AF|Components|Road Frames|133|ML Road Frame-W - Yellow, 48|2|324.4527|1|13/01/2025
27674|SO49444|200A-4484-AF|Clothing|Shorts|147|Men's Sports Shorts, L|1|35.994|1|13/01/2025
27707|SO49453|CED2-45E1-B6|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|1242.8518|1|13/01/2025
27718|SO49460|1373-4305-BC|Components|Road Frames|119|ML Road Frame-W - Yellow, 38|1|324.4527|1|13/01/2025
27719|SO49460|1373-4305-BC|Bikes|Road Bikes|86|Road-250 Red, 44|1|1466.01|1|13/01/2025
27720|SO49460|1373-4305-BC|Components|Wheels|117|HL Road Front Wheel|2|198.036|1|13/01/2025
27724|SO49462|465B-44FE-80|Components|Road Frames|132|ML Road Frame-W - Yellow, 44|2|324.4527|1|13/01/2025
27817|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|84|Mountain-300 Black, 44|2|647.994|1|13/01/2025
27818|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|3|1242.8518|1|13/01/2025
27819|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|80|Mountain-200 Black, 42|1|1229.4589|1|13/01/2025
27820|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|77|Mountain-200 Silver, 42|4|1242.8518|1|13/01/2025
27821|SO49468|DB7C-4159-88|Components|Mountain Frames|129|ML Mountain Frame - Black, 48|1|209.256|1|13/01/2025
27822|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|83|Mountain-300 Black, 40|7|647.994|1|13/01/2025
27823|SO49468|DB7C-4159-88|Clothing|Gloves|160|Full-Finger Gloves, L|8|22.794|1|13/01/2025
27824|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|79|Mountain-200 Black, 38|2|1229.4589|1|13/01/2025
27825|SO49468|DB7C-4159-88|Components|Wheels|121|ML Mountain Rear Wheel|2|141.615|1|13/01/2025
27826|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|85|Mountain-300 Black, 48|3|647.994|1|13/01/2025
27827|SO49468|DB7C-4159-88|Components|Handlebars|106|ML Mountain Handlebars|1|33.7745|1|13/01/2025
27828|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|81|Mountain-200 Black, 46|6|1229.4589|1|13/01/2025
27829|SO49468|DB7C-4159-88|Clothing|Gloves|159|Full-Finger Gloves, M|3|22.794|1|13/01/2025
27830|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|82|Mountain-300 Black, 38|3|647.994|1|13/01/2025
27831|SO49468|DB7C-4159-88|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|5|1242.8518|1|13/01/2025
27832|SO49469|C4DC-4B15-A5|Components|Wheels|117|HL Road Front Wheel|1|198.036|1|13/01/2025
27833|SO49469|C4DC-4B15-A5|Bikes|Road Bikes|65|Road-650 Black, 44|1|469.794|1|13/01/2025
27883|SO49475|85E1-451D-82|Components|Wheels|123|LL Road Rear Wheel|1|67.539|1|13/01/2025
27895|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|59|Road-650 Red, 44|4|469.794|1|13/01/2025
27896|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|67|Road-650 Black, 52|4|469.794|1|13/01/2025
27897|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|58|Road-650 Red, 62|1|469.794|1|13/01/2025
27898|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|60|Road-650 Red, 48|2|469.794|1|13/01/2025
27899|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|62|Road-650 Black, 58|3|469.794|1|13/01/2025
27900|SO49477|09A8-4A2B-AC|Bikes|Road Bikes|57|Road-650 Red, 60|1|469.794|1|13/01/2025
27903|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|91|Road-250 Black, 48|9|1308.9375|1|13/01/2025
27904|SO49479|12BA-4BD1-BB|Accessories|Helmets|5|Sport-100 Helmet, Black|3|20.1865|1|13/01/2025
27905|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|59|Road-650 Red, 44|12|454.1342|2|13/01/2025
27906|SO49479|12BA-4BD1-BB|Components|Road Frames|132|ML Road Frame-W - Yellow, 44|2|324.4527|1|13/01/2025
27907|SO49479|12BA-4BD1-BB|Components|Road Frames|119|ML Road Frame-W - Yellow, 38|7|324.4527|1|13/01/2025
27908|SO49479|12BA-4BD1-BB|Components|Road Frames|27|LL Road Frame - Red, 62|2|202.332|1|13/01/2025
27909|SO49479|12BA-4BD1-BB|Accessories|Helmets|8|Sport-100 Helmet, Blue|3|20.1865|1|13/01/2025
27910|SO49479|12BA-4BD1-BB|Accessories|Helmets|4|Sport-100 Helmet, Red|3|20.1865|1|13/01/2025
27911|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|90|Road-250 Black, 44|3|1308.9375|1|13/01/2025
27912|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|60|Road-650 Red, 48|3|469.794|1|13/01/2025
27913|SO49479|12BA-4BD1-BB|Components|Road Frames|35|LL Road Frame - Black, 52|4|183.9382|1|13/01/2025
27914|SO49479|12BA-4BD1-BB|Clothing|Jerseys|13|Long-Sleeve Logo Jersey, XL|6|28.8404|1|13/01/2025
27915|SO49479|12BA-4BD1-BB|Clothing|Shorts|147|Men's Sports Shorts, L|4|35.994|1|13/01/2025
27916|SO49479|12BA-4BD1-BB|Components|Road Frames|23|LL Road Frame - Red, 48|1|202.332|1|13/01/2025
27917|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|58|Road-650 Red, 62|7|469.794|1|13/01/2025
27918|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|57|Road-650 Red, 60|8|469.794|1|13/01/2025
27919|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|63|Road-650 Black, 60|6|469.794|1|13/01/2025
27920|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|98|Road-550-W Yellow, 48|8|600.2625|1|13/01/2025
27921|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|67|Road-650 Black, 52|7|469.794|1|13/01/2025
27922|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|62|Road-650 Black, 58|2|469.794|1|13/01/2025
27923|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|61|Road-650 Red, 52|5|469.794|1|13/01/2025
27924|SO49479|12BA-4BD1-BB|Clothing|Shorts|146|Men's Sports Shorts, M|3|35.994|1|13/01/2025
27925|SO49479|12BA-4BD1-BB|Components|Road Frames|19|LL Road Frame - Black, 58|1|183.9382|1|13/01/2025
27926|SO49479|12BA-4BD1-BB|Clothing|Tights|151|Women's Tights, L|10|44.994|1|13/01/2025
27927|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|95|Road-550-W Yellow, 40|6|600.2625|1|13/01/2025
27928|SO49479|12BA-4BD1-BB|Clothing|Bib-Shorts|152|Men's Bib-Shorts, S|5|53.994|1|13/01/2025
27929|SO49479|12BA-4BD1-BB|Clothing|Gloves|156|Half-Finger Gloves, M|2|14.1289|1|13/01/2025
27930|SO49479|12BA-4BD1-BB|Clothing|Shorts|138|Men's Sports Shorts, S|2|35.994|1|13/01/2025
27931|SO49479|12BA-4BD1-BB|Clothing|Gloves|155|Half-Finger Gloves, S|4|14.1289|1|13/01/2025
27932|SO49479|12BA-4BD1-BB|Clothing|Bib-Shorts|154|Men's Bib-Shorts, L|3|53.994|1|13/01/2025
27933|SO49479|12BA-4BD1-BB|Clothing|Bib-Shorts|153|Men's Bib-Shorts, M|1|53.994|1|13/01/2025
27934|SO49479|12BA-4BD1-BB|Components|Road Frames|26|LL Road Frame - Red, 60|1|202.332|1|13/01/2025
27935|SO49479|12BA-4BD1-BB|Accessories|Locks|140|Cable Lock|1|15|1|13/01/2025
27936|SO49479|12BA-4BD1-BB|Accessories|Pumps|141|Minipump|5|11.994|1|13/01/2025
27937|SO49479|12BA-4BD1-BB|Clothing|Jerseys|11|Long-Sleeve Logo Jersey, M|3|28.8404|1|13/01/2025
27938|SO49479|12BA-4BD1-BB|Components|Wheels|123|LL Road Rear Wheel|5|67.539|1|13/01/2025
27939|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|94|Road-550-W Yellow, 38|7|600.2625|1|13/01/2025
27940|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|86|Road-250 Red, 44|7|1466.01|1|13/01/2025
27941|SO49479|12BA-4BD1-BB|Components|Road Frames|133|ML Road Frame-W - Yellow, 48|2|324.4527|1|13/01/2025
27942|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|65|Road-650 Black, 44|3|469.794|1|13/01/2025
27943|SO49479|12BA-4BD1-BB|Bikes|Road Bikes|87|Road-250 Red, 48|6|1466.01|1|13/01/2025
27944|SO49479|12BA-4BD1-BB|Clothing|Jerseys|12|Long-Sleeve Logo Jersey, L|2|28.8404|1|13/01/2025
27945|SO49479|12BA-4BD1-BB|Components|Road Frames|22|LL Road Frame - Red, 44|5|202.332|1|13/01/2025
27946|SO49479|12BA-4BD1-BB|Clothing|Caps|9|AWC Logo Cap|5|5.1865|1|13/01/2025
27947|SO49480|BA71-43B7-82|Clothing|Tights|151|Women's Tights, L|3|44.994|1|13/01/2025
27948|SO49480|BA71-43B7-82|Bikes|Road Bikes|88|Road-250 Red, 52|4|1466.01|1|13/01/2025
27949|SO49480|BA71-43B7-82|Bikes|Road Bikes|97|Road-550-W Yellow, 44|5|600.2625|1|13/01/2025
27950|SO49480|BA71-43B7-82|Bikes|Road Bikes|93|Road-250 Black, 58|2|1308.9375|1|13/01/2025
27951|SO49480|BA71-43B7-82|Bikes|Road Bikes|58|Road-650 Red, 62|2|469.794|1|13/01/2025
27952|SO49480|BA71-43B7-82|Bikes|Road Bikes|57|Road-650 Red, 60|1|469.794|1|13/01/2025
27953|SO49480|BA71-43B7-82|Bikes|Road Bikes|90|Road-250 Black, 44|2|1308.9375|1|13/01/2025
27954|SO49480|BA71-43B7-82|Bikes|Road Bikes|87|Road-250 Red, 48|3|1466.01|1|13/01/2025
27955|SO49480|BA71-43B7-82|Bikes|Road Bikes|59|Road-650 Red, 44|3|469.794|1|13/01/2025
27956|SO49480|BA71-43B7-82|Bikes|Road Bikes|98|Road-550-W Yellow, 48|2|600.2625|1|13/01/2025
27957|SO49480|BA71-43B7-82|Bikes|Road Bikes|67|Road-650 Black, 52|5|469.794|1|13/01/2025
27958|SO49480|BA71-43B7-82|Bikes|Road Bikes|63|Road-650 Black, 60|1|469.794|1|13/01/2025
27959|SO49480|BA71-43B7-82|Bikes|Road Bikes|64|Road-650 Black, 62|2|469.794|1|13/01/2025
27960|SO49480|BA71-43B7-82|Clothing|Caps|9|AWC Logo Cap|5|5.1865|1|13/01/2025
27961|SO49480|BA71-43B7-82|Bikes|Road Bikes|60|Road-650 Red, 48|5|469.794|1|13/01/2025
27962|SO49480|BA71-43B7-82|Bikes|Road Bikes|61|Road-650 Red, 52|2|469.794|1|13/01/2025
27963|SO49480|BA71-43B7-82|Bikes|Road Bikes|94|Road-550-W Yellow, 38|1|600.2625|1|13/01/2025
27964|SO49480|BA71-43B7-82|Clothing|Tights|149|Women's Tights, S|4|44.994|1|13/01/2025
27965|SO49480|BA71-43B7-82|Bikes|Road Bikes|62|Road-650 Black, 58|3|469.794|1|13/01/2025
27966|SO49480|BA71-43B7-82|Clothing|Jerseys|12|Long-Sleeve Logo Jersey, L|3|28.8404|1|13/01/2025
27967|SO49480|BA71-43B7-82|Bikes|Road Bikes|92|Road-250 Black, 52|3|1308.9375|1|13/01/2025
27968|SO49480|BA71-43B7-82|Bikes|Road Bikes|65|Road-650 Black, 44|2|469.794|1|13/01/2025
27969|SO49480|BA71-43B7-82|Bikes|Road Bikes|91|Road-250 Black, 48|2|1308.9375|1|13/01/2025
27970|SO49480|BA71-43B7-82|Bikes|Road Bikes|89|Road-250 Red, 58|4|1308.9375|1|13/01/2025
27971|SO49480|BA71-43B7-82|Bikes|Road Bikes|66|Road-650 Black, 48|2|469.794|1|13/01/2025
28065|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|90|Road-250 Black, 44|2|1308.9375|1|13/01/2025
28066|SO49485|9EA5-4DEF-B8|Clothing|Tights|149|Women's Tights, S|3|44.994|1|13/01/2025
28067|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|64|Road-650 Black, 62|2|469.794|1|13/01/2025
28068|SO49485|9EA5-4DEF-B8|Components|Road Frames|132|ML Road Frame-W - Yellow, 44|2|324.4527|1|13/01/2025
28069|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|86|Road-250 Red, 44|5|1466.01|1|13/01/2025
28070|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|89|Road-250 Red, 58|6|1308.9375|1|13/01/2025
28071|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|93|Road-250 Black, 58|8|1308.9375|1|13/01/2025
28072|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|98|Road-550-W Yellow, 48|5|600.2625|1|13/01/2025
28073|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|66|Road-650 Black, 48|3|469.794|1|13/01/2025
28074|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|63|Road-650 Black, 60|7|469.794|1|13/01/2025
28075|SO49485|9EA5-4DEF-B8|Clothing|Shorts|146|Men's Sports Shorts, M|3|35.994|1|13/01/2025
28076|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|61|Road-650 Red, 52|3|469.794|1|13/01/2025
28077|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|65|Road-650 Black, 44|4|469.794|1|13/01/2025
28078|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|96|Road-550-W Yellow, 42|5|600.2625|1|13/01/2025
28079|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|97|Road-550-W Yellow, 44|5|600.2625|1|13/01/2025
28080|SO49485|9EA5-4DEF-B8|Components|Wheels|123|LL Road Rear Wheel|4|67.539|1|13/01/2025
28081|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|87|Road-250 Red, 48|2|1466.01|1|13/01/2025
28082|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|58|Road-650 Red, 62|5|469.794|1|13/01/2025
28083|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|67|Road-650 Black, 52|5|469.794|1|13/01/2025
28084|SO49485|9EA5-4DEF-B8|Accessories|Helmets|5|Sport-100 Helmet, Black|2|20.1865|1|13/01/2025
28085|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|92|Road-250 Black, 52|7|1308.9375|1|13/01/2025
28086|SO49485|9EA5-4DEF-B8|Accessories|Helmets|8|Sport-100 Helmet, Blue|5|20.1865|1|13/01/2025
28087|SO49485|9EA5-4DEF-B8|Clothing|Caps|9|AWC Logo Cap|7|5.1865|1|13/01/2025
28088|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|59|Road-650 Red, 44|1|469.794|1|13/01/2025
28089|SO49485|9EA5-4DEF-B8|Clothing|Jerseys|12|Long-Sleeve Logo Jersey, L|7|28.8404|1|13/01/2025
28090|SO49485|9EA5-4DEF-B8|Clothing|Tights|151|Women's Tights, L|4|44.994|1|13/01/2025
28091|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|95|Road-550-W Yellow, 40|5|600.2625|1|13/01/2025
28092|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|62|Road-650 Black, 58|8|469.794|1|13/01/2025
28093|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|56|Road-650 Red, 58|1|469.794|1|13/01/2025
28094|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|94|Road-550-W Yellow, 38|7|600.2625|1|13/01/2025
28095|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|88|Road-250 Red, 52|3|1466.01|1|13/01/2025
28096|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|91|Road-250 Black, 48|3|1308.9375|1|13/01/2025
28097|SO49485|9EA5-4DEF-B8|Bikes|Road Bikes|60|Road-650 Red, 48|3|469.794|1|13/01/2025
28103|SO49487|3BC2-4234-86|Clothing|Gloves|160|Full-Finger Gloves, L|2|22.794|1|13/01/2025
28104|SO49487|3BC2-4234-86|Clothing|Gloves|159|Full-Finger Gloves, M|3|22.794|1|13/01/2025
28105|SO49487|3BC2-4234-86|Clothing|Gloves|158|Full-Finger Gloves, S|1|22.794|1|13/01/2025
28106|SO49487|3BC2-4234-86|Bikes|Mountain Bikes|79|Mountain-200 Black, 38|1|1229.4589|1|13/01/2025
28136|SO49490|0396-4322-83|Bikes|Road Bikes|62|Road-650 Black, 58|4|469.794|1|13/01/2025
28137|SO49490|0396-4322-83|Bikes|Road Bikes|57|Road-650 Red, 60|8|469.794|1|13/01/2025
28138|SO49490|0396-4322-83|Bikes|Road Bikes|87|Road-250 Red, 48|1|1466.01|1|13/01/2025
28139|SO49490|0396-4322-83|Bikes|Road Bikes|95|Road-550-W Yellow, 40|5|600.2625|1|13/01/2025
28140|SO49490|0396-4322-83|Bikes|Road Bikes|63|Road-650 Black, 60|2|469.794|1|13/01/2025
28141|SO49490|0396-4322-83|Bikes|Road Bikes|61|Road-650 Red, 52|4|469.794|1|13/01/2025
28142|SO49490|0396-4322-83|Bikes|Road Bikes|67|Road-650 Black, 52|2|469.794|1|13/01/2025
28143|SO49490|0396-4322-83|Components|Road Frames|19|LL Road Frame - Black, 58|3|183.9382|1|13/01/2025
28144|SO49490|0396-4322-83|Bikes|Road Bikes|60|Road-650 Red, 48|6|469.794|1|13/01/2025
28145|SO49490|0396-4322-83|Components|Road Frames|22|LL Road Frame - Red, 44|5|202.332|1|13/01/2025
28146|SO49490|0396-4322-83|Clothing|Caps|9|AWC Logo Cap|4|5.1865|1|13/01/2025
28147|SO49490|0396-4322-83|Components|Road Frames|119|ML Road Frame-W - Yellow, 38|2|324.4527|1|13/01/2025
28148|SO49490|0396-4322-83|Components|Road Frames|27|LL Road Frame - Red, 62|3|202.332|1|13/01/2025
28149|SO49490|0396-4322-83|Accessories|Pumps|141|Minipump|9|11.994|1|13/01/2025
28150|SO49490|0396-4322-83|Clothing|Jerseys|11|Long-Sleeve Logo Jersey, M|9|28.8404|1|13/01/2025
28151|SO49490|0396-4322-83|Clothing|Tights|151|Women's Tights, L|13|43.4942|2|13/01/2025
28152|SO49490|0396-4322-83|Components|Road Frames|133|ML Road Frame-W - Yellow, 48|3|324.4527|1|13/01/2025
28153|SO49490|0396-4322-83|Accessories|Locks|140|Cable Lock|8|15|1|13/01/2025
